#,Name,Start
M1,,1.4.81
M2,,4.3.52
M3,,7.2.27
M4,,10.1.02
M5,,12.3.81
M6,,15.2.62
M7,,18.1.34
M8,,20.4.15
M9,,23.2.92
M10,,26.1.41
M11,,28.4.44
M12,,31.3.24
M13,,34.2.00
M14,,36.4.76
M15,,39.3.63
M16,,42.2.37
M17,,45.1.01
M18,,47.3.85
M19,,50.2.61
M20,,53.1.47
M21,,55.4.20
M22,,58.3.06
M23,,61.1.75
M24,,63.4.50
M25,,66.3.32
M26,,69.2.12
M27,,71.4.84
M28,,74.3.65
M29,,80.1.22
M30,,82.3.98
M31,,85.2.77
M32,,88.1.55
