#,Name,Start
M1,,1.1.50
M2,,4.1.10
M3,,6.4.42
M4,,9.4.19
M5,,12.3.82
M6,,15.3.40
M7,,18.3.00
M8,,21.2.65
M9,,23.3.38
M10,,29.2.72
M11,,32.2.32
M12,,35.1.92
M13,,38.1.46
M14,,41.1.07
M15,,43.4.64
M16,,46.1.33
M17,,49.1.08
M18,,51.4.49
M19,,54.4.37
M20,,57.4.07
M21,,60.3.71
M22,,63.3.41
M23,,66.3.09
M24,,68.3.98
M25,,71.3.52
M26,,74.3.06
M27,,77.2.38
