#,Name,Start
M1,,2.4.49
M2,,12.1.94
M3,,19.3.94
M4,,23.2.85
M5,,27.1.90
M6,,30.4.93
M7,,34.3.73
M8,,36.3.36
M9,,40.2.37
M10,,44.1.32
M11,,47.4.33
M12,,59.1.31
M13,,62.4.32
M14,,66.3.26
M15,,70.2.31
M16,,74.1.27
M17,,75.4.68
M18,,79.3.78
M19,,83.2.80
M20,,90.4.76
M21,,98.2.75
M22,,102.1.73
M23,,105.4.72
M24,,109.3.67
M25,,113.2.71
M26,,115.2.22
M27,,122.4.23
M28,,130.2.16
M29,,134.1.19
M30,,139.3.54
M31,,143.2.63
M32,,147.2.06
