#,Name,Start
M1,,1.1.00
M2,,4.3.14
M3,,7.4.79
M4,,11.2.25
M5,,14.4.16
M6,,18.2.27
M7,,21.4.16
M8,,25.2.04
M9,,28.3.93
M10,,32.1.86
M11,,35.3.81
M12,,39.1.72
M13,,44.2.43
M14,,47.4.67
M15,,51.2.58
M16,,54.4.39
M17,,58.2.56
M18,,63.3.41
M19,,67.1.23
M20,,70.3.15
M21,,73.4.98
M22,,77.2.82
